loss,reward
0.34569093585014343,132.0
0.2442154884338379,211.0
0.04991385340690613,141.0
0.30410850048065186,157.0
0.11645644903182983,132.0
0.033167995512485504,110.0
0.14790873229503632,124.0
0.11140317469835281,132.0
0.16235455870628357,128.0
0.4126058518886566,183.0
0.0796712264418602,356.0
0.07650256156921387,118.0
0.09460727125406265,150.0
0.08828696608543396,291.0
1.1178152561187744,149.0
0.07402224093675613,120.0
1.2072625160217285,164.0
0.0476515032351017,199.0
0.021704357117414474,500.0
0.10652224719524384,325.0
0.013937721028923988,296.0
0.10654508322477341,20.0
0.024212714284658432,237.0
0.0254700668156147,153.0
